CO_IES;NO_IES;SG_IES;GRUPO;GRUPO_CONSOLIDADO;MARCA;ORIGEM_GRUPO;ABA;CO_MANTENEDORA;NO_MANTENEDORA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;TP_ORGANIZACAO_ACADEMICA;SG_UF_IES;NO_MUNICIPIO_IES;QT_MAT_TOTAL;QT_MAT_PRESENCIAL;QT_MAT_EAD;QT_ING;QT_CONC;QT_TRANCADA;QT_BASE_ALUNOS;QT_CURSOS;QT_MUNIC_PRESENCIAL;QT_MUNIC_EAD;NO_IES_SUPORTE
997;Centro Universitário de Bauru;;;;;;;700;INSTITUICAO TOLEDO DE ENSINO;2;5;2;SP;Bauru;1718.0;1532.0;186.0;564.0;278.0;221.0;1939.0;17.0;1;1;
2766;FACULDADE EMPRESARIAL DE CHAPECÓ;FAEM;;;;;;1799;UCEFF - UNIDADE CENTRAL DE EDUCACAO FAEM FACULDADE LTDA;2;4;3;SC;Chapecó;1715.0;1646.0;69.0;474.0;209.0;109.0;1824.0;15.0;1;1;
1819;CENTRO UNIVERSITÁRIO FARIAS BRITO;;;;;;;1205;ORGANIZACAO EDUCACIONAL FARIAS BRITO LTDA;2;4;2;CE;Fortaleza;1709.0;1622.0;87.0;640.0;246.0;143.0;1852.0;38.0;1;2;
3797;CENTRO UNIVERSITÁRIO GUAIRACÁ;UNIGUAIRACÁ;;;;;;2390;SESG - SOCIEDADE DE EDUCACAO SUPERIOR GUAIRACA LTDA;2;4;2;PR;Guarapuava;1703.0;702.0;1001.0;1065.0;300.0;210.0;1913.0;62.0;1;43;
4198;Faculdade Morgana Potrich;FAMP;;;;;;2638;CENTRO DE ENSINO SUPERIOR MORGANA POTRICH EIRELI;2;4;3;GO;Mineiros;1694.0;1694.0;0.0;367.0;273.0;89.0;1783.0;8.0;1;0;
3983;CENTRO UNIVERSITÁRIO DE FORMIGA;UNIFORMG;;;;;;215;FUNDACAO EDUCACIONAL DE FORMIGA-MG - FUOM;2;5;2;MG;Formiga;1688.0;1333.0;355.0;556.0;270.0;119.0;1807.0;28.0;1;8;
14248;Faculdade Presidente Antônio Carlos de Uberlândia;;;;;;;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;2;5;3;MG;Uberlândia;1687.0;1687.0;0.0;563.0;179.0;109.0;1796.0;16.0;1;0;
217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;UNIFAE;;;;;;155;CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO-FAE;1;7;2;SP;São João da Boa Vista;1684.0;1684.0;0.0;483.0;256.0;237.0;1921.0;15.0;1;0;
58;FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO;FDSBC;;;;;;17532;FACULDADE DE DIREITO DE SAO BERNARDO DO CAMPO;1;7;3;SP;São Bernardo do Campo;1680.0;1680.0;0.0;508.0;296.0;159.0;1839.0;1.0;1;0;
2573;FACULDADE TEOLÓGICA SUL AMERICANA;FTSA;;;;;;1673;ASSOCIACAO CRISTA EVANGELICA SUL AMERICANA;2;5;3;PR;Londrina;1672.0;83.0;1589.0;683.0;309.0;332.0;2004.0;2.0;1;1;
15581;Faculdade de Tecnologia de São José dos Campos - Jessen Vidal;FATECSJCAMPOS;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;São José dos Campos;1649.0;1649.0;0.0;767.0;248.0;275.0;1924.0;9.0;1;0;
3996;FACULDADE SENAC PERNAMBUCO;SENACPE;;;;;;2517;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC;2;5;3;PE;Recife;1641.0;1641.0;0.0;887.0;385.0;42.0;1683.0;13.0;3;0;
15803;FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO;FATEC TATUÍ;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Tatuí;1632.0;1632.0;0.0;770.0;324.0;104.0;1736.0;7.0;1;0;
263;FACULDADES INTEGRADAS CAMPOS SALLES;FICS;;;;;;186;ASSOCIACAO EDUCATIVA CAMPOS SALLES;2;5;3;SP;São Paulo;1629.0;1629.0;0.0;120.0;163.0;997.0;2626.0;12.0;1;0;
12247;Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de Brasília;IDP-BSB;;;;;;3552;INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA IDP - LTDA;2;4;3;DF;Brasília;1629.0;1629.0;0.0;626.0;188.0;96.0;1725.0;10.0;1;0;
1469;Centro Universitário Cesusc;Unicesusc;;;;;;973;CESUSC - COMPLEXO DE ENSINO SUPERIOR DE SANTA CATARINA LTDA;2;4;2;SC;Florianópolis;1626.0;1584.0;42.0;630.0;280.0;201.0;1827.0;9.0;1;1;
3962;UNIVERSIDADE SENAI CIMATEC;SENAI CIMATEC;;;;;;2499;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL;2;5;1;BA;Salvador;1623.0;1548.0;75.0;510.0;204.0;116.0;1739.0;12.0;1;1;
15383;FACULDADE PARA O DESENVOLVIMENTO SUSTENTÁVEL DA AMAZÔNIA;FADESA;;;;;;14970;FACULDADE PARA O DESENVOLVIMENTO SUSTENTAVEL DA AMAZONIA LTDA. - ME;2;4;3;PA;Parauapebas;1623.0;1623.0;0.0;515.0;253.0;258.0;1881.0;10.0;1;0;
790;Faculdade Israelita de Ciências da Saúde Albert Einstein;FICSAE;;;;;;542;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;2;5;3;SP;São Paulo;1608.0;1608.0;0.0;547.0;184.0;14.0;1622.0;7.0;1;0;
1500;Faculdade UNIGUAÇU;FAC UNIGUAÇU;;;;;;987;UNIAO DE ENSINO SUPERIOR DO IGUACU LTDA - ME;2;4;3;PR;São Miguel do Iguaçu;1608.0;1608.0;0.0;692.0;192.0;153.0;1761.0;13.0;1;0;
1100;Centro Universitário Carlos Drummond de Andrade;UniDrummond;;;;;;905;ESCOLA DE EDUCACAO SUPERIOR SAO JORGE;2;5;2;SP;São Paulo;1600.0;1021.0;579.0;989.0;382.0;721.0;2321.0;41.0;1;2;
1536;Centro Universitário UNIFATEB;;;;;;;1008;FATEB EDUCACAO INTEGRAL LTDA;2;4;2;PR;Telêmaco Borba;1596.0;1175.0;421.0;667.0;269.0;343.0;1939.0;24.0;1;5;
3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;;;;;;1972;ASSOCIACAO PIRIPIRIENSE DE ENSINO SUPERIOR LTDA;2;4;3;PI;Piripiri;1594.0;1594.0;0.0;362.0;358.0;172.0;1766.0;13.0;1;0;
1958;Centro Universitário SENAI Santa Catarina;UNISENAI;;;;;;822;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL;2;5;2;SC;Blumenau;1592.0;1259.0;333.0;663.0;374.0;194.0;1786.0;28.0;6;5;
3789;FACULDADE EVANGÉLICA DE GOIANÉSIA;FACEG;;;;;;267;ASSOCIACAO EDUCATIVA EVANGELICA;2;5;3;GO;Goianésia;1572.0;1572.0;0.0;477.0;194.0;62.0;1634.0;10.0;1;0;
12430;FACULDADE METROPOLITANA SÃO CARLOS BJI;FAMESC-BJI;;;;;;3394;SOCIEDADE METROPOLITANA DE EDUCACAO, CULTURA E TECNOLOGIA SAO CARLOS S/S LTDA - ME;2;4;3;RJ;Bom Jesus do Itabapoana;1570.0;1399.0;171.0;642.0;110.0;144.0;1714.0;14.0;1;1;
1429;FACULDADE BATISTA DO RIO DE JANEIRO;FABAT;;;;;;944;SEMINARIO TEOLOGICO BATISTA DO SUL DO BRASIL;2;5;3;RJ;Rio de Janeiro;1560.0;242.0;1318.0;670.0;165.0;454.0;2014.0;5.0;1;1;
4431;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN;FACENE/RN;;;;;;1158;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA;2;4;3;RN;Mossoró;1559.0;1559.0;0.0;410.0;199.0;29.0;1588.0;9.0;1;0;
501;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;EMESCAM;;;;;;345;IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA;2;5;3;ES;Vitória;1558.0;1558.0;0.0;263.0;276.0;30.0;1588.0;4.0;1;0;
15746;Faculdade de Tecnologia do Ipiranga;FATECIPI;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;São Paulo;1552.0;1552.0;0.0;581.0;296.0;125.0;1677.0;6.0;1;0;
1384;FACULDADE SANTA HELENA;FSH;;;;;;917;ASSOCIACAO SECULO XXI DE EDUCACAO CIENCIA E CULTURA;2;5;3;PE;Recife;1551.0;1551.0;0.0;588.0;213.0;120.0;1671.0;8.0;1;0;
1690;FACULDADE DE SÃO VICENTE;FSV;;;;;;1113;UNIAO BRASILEIRA EDUCACIONAL LTDA.;2;4;3;SP;São Vicente;1546.0;1091.0;455.0;719.0;216.0;478.0;2024.0;23.0;1;3;
200;FACULDADE CÁSPER LÍBERO;FCL;;;;;;141;FUNDACAO CASPER LIBERO;2;5;3;SP;São Paulo;1544.0;1544.0;0.0;487.0;334.0;55.0;1599.0;4.0;1;0;
3308;FACULDADE ENGENHEIRO SALVADOR ARENA;FESA;;;;;;2092;FUNDACAO SALVADOR ARENA;2;5;3;SP;São Bernardo do Campo;1538.0;1538.0;0.0;329.0;367.0;10.0;1548.0;4.0;1;0;
1263;FACULDADE BEZERRA DE ARAÚJO;FABA;;;;;;845;CENTRO DE FORMACAO PROFISSIONAL BEZERRA DE ARAUJO LTDA.;2;4;3;RJ;Rio de Janeiro;1535.0;1535.0;0.0;288.0;60.0;50.0;1585.0;6.0;1;0;
3376;FACULDADE DE TEOLOGIA INTEGRADA;FATIN;;;;;;2132;ASSOCIACAO CULTURAL TEOLOGICA DO NORDESTE;2;5;3;PE;Igarassu;1534.0;882.0;652.0;895.0;614.0;69.0;1603.0;4.0;1;9;
1328;Centro Universitário Uninovo;UNINOVO;;;;;;887;SOEC SOCIEDADE OLINDENSE DE EDUCACAO E CULTURA;2;5;2;PE;Olinda;1529.0;1529.0;0.0;463.0;290.0;91.0;1620.0;12.0;1;0;
15507;Instituto Federal de Educação, Ciência e Tecnologia do Acre;IFAC;;;;;;15014;INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO ACRE;1;1;4;AC;Rio Branco;1523.0;1523.0;0.0;486.0;185.0;128.0;1651.0;22.0;5;0;
60;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;UNI-FACEF;;;;;;2234;CENTRO UNIVERSITARIO MUNICIPAL DE FRANCA;1;7;2;SP;Franca;1522.0;1522.0;0.0;496.0;274.0;117.0;1639.0;14.0;1;0;
19327;Faculdade Cesar;FCE;;;;;;16845;CESAR CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE;2;5;3;PE;Recife;1519.0;1292.0;227.0;807.0;99.0;52.0;1571.0;5.0;1;1;
1160;Centro Universitário Cambury;UniCambury;;;;;;795;CENTRO TECNOLOGICO CAMBURY LTDA;2;4;2;GO;Goiânia;1512.0;1392.0;120.0;649.0;257.0;147.0;1659.0;35.0;1;1;
192;FACULDADE SOUZA MARQUES;FSM;;;;;;135;FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES;2;5;3;RJ;Rio de Janeiro;1505.0;1438.0;67.0;317.0;289.0;230.0;1735.0;21.0;1;1;
4163;CENTRO UNIVERSITÁRIO BARRIGA VERDE;UNIBAVE;;;;;;1124;FUNDACAO EDUCACIONAL BARRIGA VERDE;2;5;2;SC;Orleans;1504.0;1504.0;0.0;551.0;209.0;56.0;1560.0;17.0;1;0;
22592;FACULDADES INTEGRADAS DA AMÉRICA DO SUL;FAC INTEGRA;;;;;;16814;FACULDADES INTEGRADAS DA AMERICA DO SUL LTDA;2;4;3;GO;Caldas Novas;1504.0;1486.0;18.0;586.0;205.0;221.0;1725.0;13.0;1;2;
17352;Faculdade de Educação Memorial Adelaide Franco;FEMAF;;;;;;15689;SOESPE SOCIEDADE DE EDUCACAO SUPERIOR DE PEDREIRAS LTDA;2;4;3;MA;Pedreiras;1496.0;1275.0;221.0;445.0;148.0;23.0;1519.0;12.0;1;1;
1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;;;;;;17408;ASSOCIACAO DE ENSINO CATEDRA;2;5;2;PR;Curitiba;1494.0;1049.0;445.0;469.0;376.0;450.0;1944.0;53.0;1;25;
3613;FACULDADES INTEGRADAS IESGO;IESGO;;;;;;1045;SOCIEDADE DE ENSINO SUPERIOR FENIX LTDA - ME;2;4;3;GO;Formosa;1493.0;1493.0;0.0;515.0;288.0;1346.0;2839.0;15.0;1;0;
517;FACULDADE DE EDUCAÇÃO SÃO LUÍS;FESL;;;;;;358;ASSOCIACAO JABOTICABALENSE DE EDUCACAO E CULTURA;2;5;3;SP;Jaboticabal;1486.0;1140.0;346.0;414.0;246.0;163.0;1649.0;16.0;1;1;
1600;Centro Universitário do Norte de Minas;Uninorte Minas;;;;;;1051;FACULDADES UNIDAS DO NORTE LTDA;2;5;2;MG;Montes Claros;1485.0;1485.0;0.0;312.0;247.0;118.0;1603.0;12.0;1;0;
4259;Centro Universitário Mais;UNIMAIS;;;;;;2666;CENTRO DE EDUCACAO SUPERIOR MAIS LTDA;2;4;2;GO;Inhumas;1481.0;1481.0;0.0;688.0;117.0;33.0;1514.0;14.0;1;0;
21631;FACULDADE SUPREMO REDENTOR;FACSUR;;;;;;16632;FACULDADE SUPREMO REDENTOR LTDA - EPP;2;4;3;MA;Pinheiro;1481.0;1319.0;162.0;587.0;30.0;152.0;1633.0;9.0;1;1;
2368;FACULDADE SÃO LEOPOLDO MANDIC;;;;;;;1547;SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA;2;4;3;SP;Campinas;1480.0;1480.0;0.0;398.0;205.0;30.0;1510.0;2.0;1;0;
18684;Faculdade Santa Teresa;;;;;;;16099;CENTRO DE ESTUDOS JURIDICOS DO AMAZONAS LTDA;2;4;3;AM;Manaus;1479.0;1479.0;0.0;561.0;215.0;32.0;1511.0;15.0;1;0;
16395;Faculdade de Tecnologia de Carapicuiba;FATEC;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Carapicuíba;1475.0;1475.0;0.0;703.0;225.0;243.0;1718.0;5.0;1;0;
1337;CENTRO UNIVERSITÁRIO MATER DEI;;;;;;;894;COLEGIO MATER DEI LTDA;2;4;2;PR;Pato Branco;1467.0;1314.0;153.0;571.0;161.0;357.0;1824.0;12.0;1;1;
158;CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO;CBM-UniCBE;;;;;;114;SOCIEDADE CIVIL CONSERVATORIO BRASILEIRO DE MUSICA;2;5;2;RJ;Rio de Janeiro;1463.0;1463.0;0.0;554.0;276.0;245.0;1708.0;22.0;1;0;
4022;FACULDADE DE TECNOLOGIA DE JUNDIAÍ;FATEC/JD;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Jundiaí;1463.0;1463.0;0.0;707.0;244.0;198.0;1661.0;9.0;1;0;
4847;CENTRO UNIVERSITÁRIO CATÓLICA DO RIO GRANDE DO NORTE;Unicatólica;;;;;;17396;ASSOCIACAO SANTA TERESINHA DE MOSSORO;2;5;2;RN;Mossoró;1460.0;1460.0;0.0;460.0;246.0;165.0;1625.0;9.0;1;0;
3515;CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO;UNIVISA;;;;;;369;ASSOCIACAO DO ENSINO SUPERIOR DA VITORIA DE STO ANTAO;2;5;2;PE;Vitória de Santo Antão;1451.0;1451.0;0.0;439.0;280.0;71.0;1522.0;18.0;1;0;
3804;Centro Universitário Senac RS;UniSenac;;;;;;2200;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC AR/RS;2;5;2;RS;Porto Alegre;1451.0;1451.0;0.0;801.0;203.0;142.0;1593.0;23.0;2;0;
2040;FACULDADE DO FUTURO;FAF;;;;;;1341;SOCIEDADE DE ENSINO SUPERIOR DE MANHUACU LTDA;2;4;3;MG;Manhuaçu;1450.0;1322.0;128.0;421.0;237.0;293.0;1743.0;19.0;1;1;
2058;FACULDADE METROPOLITANA;UNNESA;;;;;;1352;UNNESA - UNIAO DE ENSINO SUPERIOR DA AMAZONIA OCIDENTAL S/S LTDA;2;4;3;RO;Porto Velho;1445.0;1445.0;0.0;676.0;32.0;1.0;1446.0;13.0;1;0;
1874;FACULDADE DE TECNOLOGIA DE OURINHOS;FATEC;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Ourinhos;1424.0;1424.0;0.0;629.0;199.0;219.0;1643.0;6.0;1;0;
1080;CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO;UNIFASE;;;;;;328;FUNDACAO OCTACILIO GUALBERTO;2;5;2;RJ;Petrópolis;1423.0;1423.0;0.0;472.0;178.0;167.0;1590.0;8.0;1;0;
404;FACULDADES INTEGRADAS DA UPIS;UPIS;;;;;;279;UNIAO PIONEIRA DE INTEGRACAO SOCIAL;2;5;3;DF;Brasília;1413.0;1413.0;0.0;675.0;213.0;45.0;1458.0;15.0;1;0;
1561;FACULDADE ESAMC SOROCABA;ESAMC;;;;;;1025;ATHON ENSINO SUPERIOR LTDA;2;4;3;SP;Sorocaba;1412.0;1412.0;0.0;620.0;317.0;76.0;1488.0;26.0;1;0;
661;FACULDADE PIO DÉCIMO;FPD;;;;;;433;ASSOCIACAO DE ENSINO E CULTURA PIO DECIMO LTDA;2;4;3;SE;Aracaju;1408.0;1408.0;0.0;392.0;223.0;0.0;1408.0;8.0;1;0;
446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;;;;;;311;FUNDACAO UNIVERSIDADE DE CRUZ ALTA;2;5;1;RS;Cruz Alta;1406.0;1406.0;0.0;367.0;215.0;144.0;1550.0;16.0;1;0;
1656;INSTITUTO DE ENSINO SUPERIOR DE TERESINA;IEST;;;;;;587;AESPI ENSINO SUPERIOR DO PIAUI LTDA.;2;5;3;PI;Teresina;1403.0;1403.0;0.0;284.0;83.0;13.0;1416.0;8.0;1;0;
15708;Faculdade de Tecnologia Dr. Thomaz Novelino;FATEC Franca;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Franca;1402.0;1402.0;0.0;621.0;294.0;273.0;1675.0;4.0;1;0;
2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;;;;;;1852;SUPREMA-SOCIEDADE UNIVERSITARIA PARA O ENSINO MEDICO ASSISTENCIAL LTDA;2;4;3;MG;Juiz de Fora;1400.0;1400.0;0.0;267.0;266.0;16.0;1416.0;5.0;1;0;
1753;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;;;;;;1158;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA;2;4;3;PB;João Pessoa;1383.0;1383.0;0.0;637.0;163.0;221.0;1604.0;9.0;1;0;
1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;;;;;;1098;FUNDACAO ESPERANCA;2;5;3;PA;Santarém;1379.0;1379.0;0.0;464.0;285.0;217.0;1596.0;16.0;1;0;
3430;Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem;FAESSA;;;;;;15602;INSTITUTO PATER DE EDUCACAO E CULTURA;2;5;3;MG;Uberlândia;1378.0;1378.0;0.0;685.0;215.0;164.0;1542.0;15.0;1;0;
244;CENTRO UNIVERSITÁRIO FIEO;UNIFIEO;;;;;;176;FUNDACAO INSTITUTO DE ENSINO PARA OSASCO;2;5;2;SP;Osasco;1377.0;1259.0;118.0;750.0;159.0;202.0;1579.0;31.0;1;1;
1995;FACULDADE DE MEDICINA NOVA ESPERANÇA;FAMENE;;;;;;1158;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA;2;4;3;PB;João Pessoa;1376.0;1376.0;0.0;234.0;237.0;51.0;1427.0;1.0;1;0;
15453;Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete;;;;;;;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;2;5;3;MG;Conselheiro Lafaiete;1375.0;1375.0;0.0;349.0;255.0;0.0;1375.0;13.0;1;0;
27103;UNIVERSIDADE DO DISTRITO FEDERAL;UnDF;;;;;;18343;UNIVERSIDADE DO DISTRITO FEDERAL PROFESSOR JORGE AMAURY MAIA NUNES - UNDF;1;2;1;DF;Brasília;1371.0;1371.0;0.0;630.0;191.0;21.0;1392.0;16.0;1;0;
4926;FACULDADE DE TECNOLOGIA DE PRAIA GRANDE;FATECPG;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Praia Grande;1369.0;1369.0;0.0;587.0;255.0;157.0;1526.0;5.0;1;0;
4150;FACULDADE DE TECNOLOGIA DE PIRACICABA;FATEP;;;;;;2605;INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA;2;4;3;SP;Piracicaba;1365.0;1349.0;16.0;622.0;136.0;145.0;1510.0;17.0;1;1;
18952;Faculdade FAMART;;;;;;;16165;FACULDADE DE ADMINISTRACAO, CIENCIAS E EDUCACAO - FAMART LTDA;2;4;3;MG;Itaúna;1365.0;81.0;1284.0;662.0;101.0;206.0;1571.0;9.0;1;23;
456;CENTRO UNIVERSITÁRIO SANT¿ANNA;UNISANT'ANNA;;;;;;316;INSTITUTO SANTANENSE DE ENSINO SUPERIOR;2;5;2;SP;São Paulo;1363.0;1175.0;188.0;1001.0;438.0;83.0;1446.0;61.0;1;1;
2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;;;;;;323;ASSOCIACAO BRASILEIRA DE ENSINO UNIVERSITARIO ABEU;2;5;2;RJ;Belford Roxo;1363.0;1283.0;80.0;554.0;238.0;60.0;1423.0;39.0;2;57;
1703;Centro Universitário UniBRAS Rio Verde;UniBRAS;;;;;;1123;ASSOCIACAO DE ENSINO SUPERIOR DE GOIAS-AESGO;2;5;2;GO;Rio Verde;1349.0;1349.0;0.0;898.0;244.0;27.0;1376.0;19.0;1;0;
32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;;;;;;32;UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL;1;2;1;AL;Maceió;1347.0;1108.0;239.0;321.0;218.0;297.0;1644.0;13.0;1;11;
3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;;;;;;2131;CENTRO DE ENSINO SUPERIOR MARIA DA CONCEICAO GASPAR LTDA;2;4;3;MA;Timon;1346.0;530.0;816.0;236.0;274.0;303.0;1649.0;14.0;1;7;
15745;Faculdade de Tecnologia de São Caetano do Sul;FATEC SCS;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;São Caetano do Sul;1344.0;1344.0;0.0;525.0;268.0;134.0;1478.0;5.0;1;0;
279;Centro Universitário Hélio Alonso;Unifacha;;;;;;201;ORGANIZACAO HELIO ALONSO DE EDUCACAO E CULTURA OHAEC;2;5;2;RJ;Rio de Janeiro;1340.0;1340.0;0.0;564.0;249.0;437.0;1777.0;10.0;1;0;
4367;FACULDADE TERRA NORDESTE;FATENE;;;;;;17458;SOCIEDADE UNINORDESTE DE EDUCACAO UNIVERSITARIA DE CAUCAIA S/S LTDA;2;4;3;CE;Caucaia;1339.0;1222.0;117.0;407.0;171.0;716.0;2055.0;15.0;1;1;
1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;;;;;;179;FUNDACAO PINHALENSE DE ENSINO;2;5;2;SP;Espírito Santo do Pinhal;1338.0;1338.0;0.0;426.0;224.0;38.0;1376.0;16.0;1;0;
1237;CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA;UNIFANAP;;;;;;827;ASSOCIACAO EDUCACIONAL NOSSA SENHORA APARECIDA - AENSA;2;5;2;GO;Aparecida de Goiânia;1331.0;1331.0;0.0;507.0;186.0;216.0;1547.0;9.0;1;0;
4586;FACULDADE UNIBRAS NORTE GOIANO;FACBRAS;;;;;;2908;CENTRO DE EDUCACAO SUPERIOR DO NORTE GOIANO LTDA;2;4;3;GO;Porangatu;1329.0;1329.0;0.0;493.0;187.0;53.0;1382.0;11.0;1;0;
2067;Centro Universitário de Ciências e Empreendedorismo;UNIFACEMP;;;;;;1359;CENTRO DE ESTUDOS SUPERIORES DE SANTO ANTONIO DE JESUS S/C - EPP;2;4;2;BA;Santo Antônio de Jesus;1326.0;1160.0;166.0;352.0;317.0;23.0;1349.0;31.0;1;1;
59;FACULDADE DE DIREITO DE FRANCA;FDF;;;;;;49;FACULDADE DE DIREITO DE FRANCA;1;3;3;SP;Franca;1318.0;1318.0;0.0;343.0;280.0;373.0;1691.0;1.0;1;0;
1584;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;FATEC GT;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Guaratinguetá;1307.0;1307.0;0.0;610.0;269.0;210.0;1517.0;8.0;1;0;
1014;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC;BOM JESUS/IELUSC;;;;;;711;ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS/IELUSC;2;5;3;SC;Joinville;1306.0;1306.0;0.0;526.0;181.0;20.0;1326.0;10.0;1;0;
2043;CENTRO UNIVERSITÁRIO VALE DO SALGADO;;;;;;;1344;TCC EDUCACAO, CIENCIA E CULTURA LTDA - EPP;2;4;2;CE;Icó;1302.0;1302.0;0.0;395.0;256.0;31.0;1333.0;11.0;1;0;
1350;Centro Universitário Multiversa do Jaguaribe- UNIJAGUARIBE;UNIJAGUARIBE;;;;;;19746;ASSOCIACAO MULTIVERSA EDUCACIONAL - AME;2;4;2;CE;Aracati;1288.0;1105.0;183.0;616.0;236.0;87.0;1375.0;40.0;1;5;
5592;Centro Universitário Funorte;UNIFUNORTE;;;;;;17159;SNEL - SOCIEDADE NORTE EDUCACIONAL LTDA.;2;4;2;MG;Montes Claros;1286.0;1286.0;0.0;424.0;213.0;218.0;1504.0;13.0;1;0;
19739;Faculdade de Tecnologia de Campinas;FATEC CAMPINAS;;;;;;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;1;2;3;SP;Campinas;1286.0;1286.0;0.0;662.0;205.0;149.0;1435.0;6.0;1;0;
18896;Soberana Faculdade de Saúde de Petrolina;SOBERANA;;;;;;16148;SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP;2;4;3;PE;Petrolina;1283.0;1266.0;17.0;511.0;219.0;6.0;1289.0;7.0;1;1;
23147;Faculdade do Comércio de São Paulo;FAC-SP;;;;;;17095;INSTITUTO PAULISTANO DE ENSINO SUPERIOR DO COMERCIO S.A;2;4;3;SP;São Paulo;1281.0;180.0;1101.0;711.0;236.0;320.0;1601.0;15.0;1;96;
