co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
2117;Faculdade Multiversa de Palotina;Independentes;PR;987;UNIAO DE ENSINO SUPERIOR DO IGUACU LTDA;03.097.823/0001-75;Privada com fins lucrativos;FACULDADE UNIGUAÇU PALOTINA;-;Avenida Presidente Kennedy - 2300 - CEP: 85950-000 - Jardim Itália;Palotina;PR;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
2355;FACULDADE ANHANGUERA DE MATÃO;Cogna;SP;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;FACULDADE ANHANGUERA DE MATÃO;-;Avenida Baldan - 2979 - CEP: 15991-172 - Residencial Monte Carlo;Matão;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
4257;INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS;Independentes;GO;2664;UNIAO BRASIL CENTRAL DE EDUCACAO E ASSISTENCIA;02.890.432/0001-40;Privada sem fins lucrativos;INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS (IFITEG);IFITEG;7a Avenida - 531 - CEP: 74603-030 - Setor Leste Universitário;Goiânia;GO;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
15467;Faculdade Presidente Antônio Carlos de Visconde do Rio Branco;Independentes;MG;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;Privada sem fins lucrativos;Faculdade Presidente Antônio Carlos de Visconde do Rio Branco;-;Avenida Doutor Carlos Soares - 237 - CEP: 36520-000 - Centro;Visconde do Rio Branco;MG;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
19554;Faculdade Petrus;Independentes;MA;16259;SISTEMA DE ENSINO PETRUS LTDA;18.910.162/0001-22;Privada com fins lucrativos;Faculdade Petrus (FAPETRUS);FAPETRUS;Rua 18 - 30 - CEP: 65058-198 - Cidade Operária;São Luís;MA;Faculdade;Presencial - Superior;Privada;3;;2;;Ativa
21716;FACULDADE CESMA DE MARACANAÚ;Independentes;CE;16616;CESMA - CENTRO DE ENSINO SUPERIOR DE MARACANAU LTDA;19.059.424/0001-50;Privada com fins lucrativos;FACULDADE CESMA DE MARACANAÚ (FACESMA);FACESMA;Rua Pedro Caetano de Paiva - 118 - CEP: 61932-450 - Pajuçara;Maracanaú;CE;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
25890;FACULDADE PEDREIRENSE DE EDUCAÇÃO IPEDE;Independentes;MA;18038;INSTITUTO PEDREIRENSE DE EDUCACAO E EXTENSAO EIRELI;15.466.680/0001-00;Privada com fins lucrativos;FACULDADE PEDREIRENSE DE EDUCAÇÃO IPEDE;-;RUA EURICO RIBEIRO - 531 - CEP: 65725-000 - CENTRO;Pedreiras;MA;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
1279;FACULDADE DE ITÁPOLIS - FACITA;Independentes;SP;19639;CENTRO DE ENSINO SUPERIOR DE ITAPOLIS LTDA;53.173.113/0001-55;Privada com fins lucrativos;FACULDADE DE ITÁPOLIS - FACITA (FACITA);FACITA;Rua Mário de Souza Castro - 200 - CEP: 14900-000 - Santa Mônica;Itápolis;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
13476;FACULDADE SÃO BASÍLIO MAGNO;Independentes;PR;12541;ASSOCIACAO DE SAO BASILIO MAGNO;80.637.226/0001-37;Privada sem fins lucrativos;FACULDADE SÃO BASÍLIO MAGNO (FASBAM);FASBAM;Rua Carmelo Rangel - 1200 - CEP: 80440-050 - Seminário;Curitiba;PR;Faculdade;Presencial - Superior;Privada;5;4;3;;Ativa
13845;Escola DIEESE de Ciências do Trabalho;Independentes;SP;12420;DEPARTAMENTO INTERSINDICAL DE EST ESTS SOCIO ECONOMICOS;60.964.996/0001-87;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Escola DIEESE de Ciências do Trabalho (DIEESE);DIEESE;Rua Aurora - 957 - CEP: 01209-001 - Santa Efigênia;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;4;;;Ativa
21906;Faculdade Metropolitana do Ceará;Independentes;CE;20080;IMEEX INSTITUTO METROPOLITANO DE EDUCACAO EXECUTIVA LTDA;45.775.075/0001-82;Privada com fins lucrativos;Faculdade Metropolitana do Ceará (FAMEC);FAMEC;Rua Antônio Gentil Gomes - 408 - CEP: 60822-235 - Cambeba;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
23177;Faculdade de Educação Superior de Catalão;Ânima;GO;1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;Faculdade de Educação Superior de Catalão;-;Rua Presidente Médici - S/N - CEP: 75706-435 - Loteamento Santa Cruz;Catalão;GO;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
24527;FACULDADE DE ENSINO SUPERIOR REFFERENCIAL;Independentes;MS;19815;ASSOCIACAO BENEFICENTE SANTA CASA DE CAMPO GRANDE;03.276.524/0001-06;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Escola de Saúde da Santa Casa de Campo Grande (Escola de Saúde);Escola de Saúde;Avenida Noroeste - 5500 - CEP: 79002-010 - Centro;Campo Grande;MS;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
703;FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA;Independentes;PE;468;AUTARQUIA EDUCACIONAL DO ARARIPE;11.469.541/0001-80;Pessoa Jurídica de Direito Público - Municipal;FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA (FAFOPA);FAFOPA;Avenida Florentino Alves Batista - S/N - CEP: 56280-000 - Centro;Araripina;PE;Faculdade;Presencial - Superior;Publica;;;2;;Ativa
1933;FACULDADE BIRIGUI;Independentes;SP;16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;FACULDADE BIRIGUI (FABI);FABI;Rua João Escanhuela - 133 - CEP: 16204-142 - Jardim Capuano;Birigui;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
16602;FACULDADE DE EDUCAÇÃO ELIÂ;Independentes;PA;13513;CENTRO EDUCACIONAL ELIA LTDA - ME;07.824.417/0001-18;Privada com fins lucrativos;FACULDADE DE EDUCAÇÃO ELIÂ (FACEEL);FACEEL;AC Tailândia - 119 - CEP: 68695-970 - Tailândia;Tailândia;PA;Faculdade;Presencial - Superior;Privada;3;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
17326;FACULDADE GIANNA BERETTA;Independentes;MA;15678;INSTITUTO GIANNA BERETTA DE EDUCACAO SUPERIOR LTDA - ME;07.193.291/0001-20;Privada com fins lucrativos;FACULDADE GIANNA BERETTA;-;Avenida Jerônimo de Albuquerque Maranhão - 1100 - CEP: 65060-645 - Bequimão;São Luís;MA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
21262;FACULDADE REGIONAL JAGUARIBANA;Independentes;CE;16537;INSTITUTO TEOLOGICO PADRE GIULIANO - ITEPAGI;18.569.264/0001-26;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE REGIONAL JAGUARIBANA (FRJ);FRJ;Rua 31 de março - S/N - CEP: 62970-000 - Centro;Alto Santo;CE;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
1616;FACULDADE ANGEL VIANNA;Independentes;RJ;1062;FACULDADE ANGEL VIANNA;04.380.536/0001-30;Privada com fins lucrativos;FACULDADE ANGEL VIANNA (FAV);FAV;Rua Jornalista Orlando Dantas - 02 - CEP: 22231-010 - Botafogo;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
1937;FACULDADE EVANGÉLICA DE SALVADOR;Independentes;BA;17450;SOCIEDADE EDUCACIONAL BRASILEIRA - SABER LTDA;26.114.631/0001-25;Privada com fins lucrativos;Faculdade Metropolitana do Brasil (FMB);FMB;Avenida São Rafael - 152 - CEP: 41253-190 - São Marcos;Salvador;BA;Faculdade;Presencial - Superior;Privada;4;3;;;Ativa
12946;FACULDADE DE MATO GROSSO;Vitru;MT;16349;FAC EDUCACIONAL LTDA;20.705.425/0001-03;Privada com fins lucrativos;FACULDADE DE MATO GROSSO (FAMAT);FAMAT;Avenida Historiador Rubens de Mendonça - - CEP: 78008-000 - Lixeira;Cuiabá;MT;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
13889;FACULDADE ITAPURANGA;Independentes;GO;12807;FACULDADE ITAPURANGA LTDA - ME;10.439.695/0001-66;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;FACULDADE ITAPURANGA;-;Rua 47-A Q. E - - CEP: 76680-000 - centro;Itapuranga;GO;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
26541;Instituto de Matemática Pura e Aplicada;Independentes;RJ;18277;ASSOCIACAO INSTITUTO NACIONAL DE MATEMATICA PURA E APLICADA;03.447.568/0001-43;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Instituto de Matemática Pura e Aplicada e Tecnologia (IMPA Tech);IMPA Tech;Avenida Professor Pereira Reis - 76 - CEP: 20220-800 - Santo Cristo;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;5;;;;Ativa
1827;FACULDADE LUTERANA DE TEOLOGIA;Independentes;SC;3296;UNIAO CRISTA - ASSOCIACAO SOCIAL E EDUCACIONAL;73.794.810/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE LUTERANA DE TEOLOGIA (FLT);FLT;Wally Malschitzki, Enfermeira - r- M Preto - 164 - CEP: 89285-295 - Mato Preto;São Bento do Sul;SC;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
2427;FACULDADE LUSÓFONA DA BAHIA;Independentes;BA;1579;UNIAO DE ENSINO SUPERIOR, PESQUISA E EXTENSAO CENID LTDA - ME;04.072.157/0001-83;Privada com fins lucrativos;FACULDADE LUSÓFONA DA BAHIA (FL-BA);FL-BA;Rua das Hortênsias - 696 - CEP: 41810-010 - Itaigara;Salvador;BA;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
21226;FACULDADE SUDOESTE;Independentes;BA;16539;CENTRO DE ENSINO E PESQUISA UNIGRAD LTDA - ME;11.392.888/0001-71;Privada com fins lucrativos;FACULDADE SUDOESTE (FASU);FASU;Avenida Vivaldo Mendes Ferraz - 876 - CEP: 45020-780 - Recreio;Vitória da Conquista;BA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
21888;Faculdade Rehagro;Independentes;MG;16743;REHAGRO - RECURSOS HUMANOS NO AGRONEGOCIO LTDA;05.473.134/0001-43;Privada com fins lucrativos;Faculdade Rehagro (Rehagro);Rehagro;Rua Santa Fé - 100 - CEP: 30320-130 - Sion;Belo Horizonte;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
22090;FACULDADE DE CIÊNCIAS DA SAÚDE DO GRUPO HOSPITALAR CONCEIÇÃO;Independentes;RS;16820;HOSPITAL NOSSA SENHORA DA CONCEICAO S.A.;92.787.118/0001-20;Empresa Pública;FACULDADE DE CIÊNCIAS DA SAÚDE DO GRUPO HOSPITALAR CONCEIÇÃO (FACS - GHC);FACS - GHC;Avenida Francisco Trein - 326 - CEP: 91350-200 - Cristo Redentor;Porto Alegre;RS;Faculdade;Presencial - Superior;Privada;3;;5;;Ativa
23382;Faculdade UNINORTE Tailândia;Independentes;PA;16727;FACULDADE UNIAO EDUCACIONAL NORTE DO PARA LTDA - ME;01.260.169/0001-43;Privada com fins lucrativos;Faculdade UNINORTE Tailândia (UNINORTE);UNINORTE;Rua 8 Quadra 11 - nº 19 - CEP: 68695-000 - Jardim do Valle;Tailândia;PA;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
1545;FACULDADE DE BOITUVA;Independentes;SP;16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;FACULDADE DE BOITUVA (FIB);FIB;Rodovia Sp 129 - Km 14 - CEP: 18550-000 - Campo de Boituva;Boituva;SP;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
2237;FACULDADE TEOLÓGICA BATISTA EQUATORIAL;Independentes;PA;1463;SEMINARIO TEOLOGICO BATISTA EQUATORIAL;04.978.193/0001-00;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE BATISTA EQUATORIAL (FABAE);FABAE;Br 316 Km 01 - 6241 - CEP: 66645-003 - Castanheira;Belém;PA;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
3680;FACULDADE UNINTA FORTALEZA - Gestão e Negócios;UNINTA;CE;16444;INSTITUTO SUPERIOR DE EDUCACAO DE ITAPIPOCA - ISEIT;21.263.001/0001-07;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE UNINTA FORTALEZA - Gestão e Negócios;-;Avenida Engenheiro Santana Júnior - S/N - CEP: 60192-200 - Cocó;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
4066;FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ;Independentes;RJ;3560;JUNTA DE EDUCACAO E ACAO SOCIAL DA CONVENCAO BATISTA FLUMINENSE;29.107.380/0001-40;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ (FABERJ );FABERJ;Avenida Alberto Torres - 249/261 - CEP: 28035-581 - Centro;Campos dos Goytacazes;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;2;;Ativa
21681;FACULDADE UNIVEST DE EDUCAÇÃO;Independentes;MT;16364;INSTITUTO INVEST DE EDUCACAO CONSULTORIA E ASSESSORIA LTDA;15.381.314/0001-59;Privada com fins lucrativos;FACULDADE UNIVEST DE EDUCAÇÃO (UNIVEST);UNIVEST;Rua Pedro Celestino N.º 324 - 324 - CEP: 78005-010 - CENTRO;Cuiabá;MT;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
24530;Faculdade da Polícia Militar de Santa Catarina;Independentes;SC;17447;POLICIA MILITAR DO ESTADO DE SANTA CATARINA;83.931.550/0001-51;Pessoa Jurídica de Direito Público - Estadual;Faculdade da Polícia Militar de Santa Catarina (FAPOM);FAPOM;Avenida Madre Benvenuta - 265 - CEP: 88036-500 - Trindade;Florianópolis;SC;Faculdade;Presencial - Superior;Publica;;;;;Ativa
493;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ;Independentes;SP;16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ (FACEG);FACEG;AVENIDA PEDRO DE TOLEDO - 195 - CEP: 12515-690 - VILA PARAÍBA;Guaratinguetá;SP;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
5045;FACULDADE DE TECNOLOGIA PAULISTA;Independentes;SP;19869;E-TEKNUS LTDA;42.246.386/0001-66;Privada com fins lucrativos;FACULDADE DE TECNOLOGIA PAULISTA;-;Avenida Santo Inácio - 1.089 - CEP: 17420-000 - Jardim Floresta;Lupércio;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;2;Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI;Ativa
14157;Faculdade de Educação e Estudos Sociais de Uberlândia;Independentes;MG;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;Privada sem fins lucrativos;Faculdade de Educação e Estudos Sociais de Uberlândia (FEESU);FEESU;Avenida João Pessoa - 719 - CEP: 38400-338 - Martins;Uberlândia;MG;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
21685;Faculdade Gil Gal;Independentes;PB;16151;SOBREIRA & LACERDA LIMITADA - ME;10.934.894/0001-40;Privada com fins lucrativos;Faculdade Gil Gal (GILGAL);GILGAL;Rua José Ribamar Pereira - S/N - CEP: 58805-460 - Jardim Sorrilândia III;Sousa;PB;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
23022;Faculdade Cetrus Sanar;Independentes;SP;19949;EDITORA SANAR S.A.;18.990.682/0001-92;Privada com fins lucrativos;Faculdade Cetrus Sanar (CETRUS);CETRUS;Avenida Jabaquara - 474 - CEP: 04046-000 - Mirandópolis;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
23275;Faculdade de Agronomia UNA de Conselheiro Lafaiete;Ânima;MG;1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;Faculdade de Agronomia UNA de Conselheiro Lafaiete;-;Rua Melvin Jones - 90 - CEP: 36400-107 - Campo Alegre;Conselheiro Lafaiete;MG;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
1639;FACULDADE HÉLIO ROCHA;Independentes;BA;1076;SOCIEDADE INTEGRAL DE ENSINO SOCIEDADE SIMPLES LTDA.;03.466.601/0001-82;Privada com fins lucrativos;FACULDADE HÉLIO ROCHA (FHR);FHR;Rua Fernando Menezes de Góes - 570 - CEP: 41810-700 - Pituba;Salvador;BA;Faculdade;Presencial - Superior;Privada;3;;2;Sub Judice;Ativa
2575;FACULDADES INTEGRADAS SOARES DE OLIVEIRA;Independentes;SP;94;ASSOCIACAO CULTURAL E EDUCACIONAL DE BARRETOS - ACEB;45.286.234/0001-85;Privada sem fins lucrativos;FACULDADES INTEGRADAS SOARES DE OLIVEIRA (FISO);FISO;Avenida Vinte e Nove - 783 - CEP: 14780-070 - Centro;Barretos;SP;Faculdade;Presencial - Superior;Privada;3;;2;;Ativa
2836;FACULDADE SUL DA AMÉRICA;Independentes;GO;17845;CENTRO EDUCACIONAL SULDAMERICA EIRELI;36.108.812/0001-00;Privada com fins lucrativos;FACULDADE SUL DA AMÉRICA (SULDAMÉRICA);SULDAMÉRICA;Rua Iguaçu - s/n - CEP: 74915-310 - Vila Brasília;Aparecida de Goiânia;GO;Faculdade;Presencial - Superior;Privada;3;;3;Em supervisão - Procedimento Sancionador;Ativa
3230;FACULDADE LUIZ EDUARDO MAGALHÃES;Independentes;BA;16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;FACULDADE LUIZ EDUARDO MAGALHÃES (FILEM);FILEM;Avenida Juscelino Kubistcheck - Lote APMLEM 2 - CEP: 47850-000 - Loteamento Mimoso Doeste I;Luís Eduardo Magalhães;BA;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
3986;FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP;Independentes;PR;2509;INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO E CIDADANIA LTDA;02.684.150/0001-97;Privada com fins lucrativos;FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP (FAINSEP);FAINSEP;Brasil - 4835 - CEP: 87014-070 - Zona 04;Maringá;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;;3;;Ativa
12869;FACULDADES JOÃO PAULO II;Independentes;RS;12120;ASSOCIACAO EDUCACIONAL JOAO PAULO II;09.152.925/0001-22;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADES JOÃO PAULO II (FJP);FJP;Rua Tiradentes - 42 - CEP: 99010-260 - Centro;Passo Fundo;RS;Faculdade;Presencial - Superior;Privada;3;;2;;Ativa
20667;UNETRI FACULDADES;Independentes;PR;16468;UNETRI - UNIAO DE ENSINO DA TRIFRONTEIRA LTDA - ME;21.614.205/0001-37;Privada com fins lucrativos;UNETRI FACULDADES (UNETRI);UNETRI;BR 163, KM 01 - s/n - CEP: 85700-000 - Industrial;Barracão;PR;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1156;Faculdade CNEC Alberto Torres;Independentes;RJ;407;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE;33.621.384/0001-19;Privada sem fins lucrativos;Faculdade CNEC Alberto Torres;-;Rua Presidente Costa e Silva - 212 - CEP: 24800-000 - Centro;Itaboraí;RJ;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1256;FACULDADE DOM BOSCO;Independentes;PR;840;CENTRO DE ENSINO SUPERIOR DE CASCAVEL LTDA;02.096.765/0001-00;Privada com fins lucrativos;FACULDADE DOM BOSCO (DOM BOSCO);DOM BOSCO;Avenida das Torres - 500 - CEP: 85806-095 - Loteamento FAG;Cascavel;PR;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
2462;FACULDADE SÃO LUIZ;Independentes;SC;15028;ASSOCIACAO DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE SÃO LUIZ (FSL);FSL;Avenida das Comunidades - 233 - CEP: 88350-360 - Centro;Brusque;SC;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
3522;FACULDADE CATÓLICA DE POUSO ALEGRE;Independentes;MG;2228;FUNDACAO EDUCACIONAL DOM JOSE D'ANGELO NETO;05.579.079/0001-70;Privada sem fins lucrativos;FACULDADE CATÓLICA DE POUSO ALEGRE (FACAPA);FACAPA;Av Avenida Mauro Tomasini - 75 - CEP: 37557-007 - São Carlos;Pouso Alegre;MG;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
18646;FACULDADE DE SOBRAL;Independentes;CE;17957;INSTITUTO DE EDUCACAO SUPERIOR DO VALE DO ACARAU LTDA;27.026.307/0001-18;Privada com fins lucrativos;FACULDADE DE SOBRAL (FASOL);FASOL;Avenida Humberto Mendonça Lopes - 350 - CEP: 62022-304 - Domingos Olímpio;Sobral;CE;Faculdade;Presencial - Superior;Privada;4;4;;;Ativa
14101;Faculdade Presidente Antônio Carlos de Baependi;Independentes;MG;221;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;Privada sem fins lucrativos;Faculdade Presidente Antônio Carlos de Baependi (FAPAC BAEPENDI);FAPAC BAEPENDI;Rua Alvaro Pena Arja - 78 - CEP: 37443-000 - Centro;Baependi;MG;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
17116;Faculdade de Ciências de Goiana;Independentes;PE;718;ASSOCIACAO DE ENSINO SUPERIOR SANTA TEREZINHA;70.223.060/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE DE TECNOLOGIA E INOVAÇÃO DE PERNAMBUCO (FATIP);FATIP;Travessa da Rua Nova - 67 - CEP: 55900-000 - Centro;Goiana;PE;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
22327;Faculdade CTA de Nova Lima;Independentes;MG;18029;ACADEMY CENTRO DE TREINAMENTO EM ANATOMIA E ATENDIMENTO ODONTOLOGICO LTDA.;36.368.359/0001-63;Privada com fins lucrativos;Faculdade CTA de Nova Lima (CTA Nova Lima);CTA Nova Lima;Rua da Paisagem - 240 - CEP: 34000-000 - Vale do Sereno;Nova Lima;MG;Faculdade;Presencial - Superior;Privada;4;;;Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI;Ativa
1401;FACULDADE ADELMAR ROSADO;Independentes;PI;18071;PROFISSIONALIZAR - SOCIEDADE PIAUIENSE DE EDUCACAO BASICA E PROFISSIONAL LTDA;06.871.427/0001-41;Privada com fins lucrativos;FACULDADE ADELMAR ROSADO (FAR);FAR;Rua Gonçalo Cavalcante - 2858 - CEP: 64000-600 - Cabral;Teresina;PI;Faculdade;Presencial - Superior;Privada;3;;3;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
25575;Faculdade VP;Independentes;GO;20088;GRADUAL ESTUDO E GESTAO LTDA;29.582.366/0001-06;Privada com fins lucrativos;FACULDADE GRADUAL (FAC G);FAC G;Rua Saldanha Marinho - S/N - CEP: 74917-270 - Vila Cruzeiro do Sul;Aparecida de Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
4922;FACULDADE INTEGRADA DAS CATARATAS eJOVEM;Independentes;PR;1033;DIRETIVA ADMINISTRADORA DE PARTICIPACOES LTDA;00.120.750/0001-05;Privada com fins lucrativos;FACULDADE INTEGRADA DAS CATARATAS eJOVEM (eJOVEM);eJOVEM;Rua David Muffatto - 367 - CEP: 85864-390 - Jardim Comercial das Bandeiras;Foz do Iguaçu;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
12661;FACULDADE DE TECNOLOGIA SAINT PAUL;Independentes;SP;3323;SAINT PAUL EDUCACIONAL LTDA.;06.893.786/0001-08;Privada com fins lucrativos;FACULDADE DE TECNOLOGIA SAINT PAUL;-;Rua Pamplona - 1616 - CEP: 01405-002 - Jardim Paulista;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
20070;Faculdade Primeiro de Janeiro;Independentes;CE;19574;COMPLEXO DE ENSINO SUPERIOR BRASILEIRO LTDA;50.872.072/0001-05;Privada com fins lucrativos;Faculdade Primeiro de Janeiro (FPJ);FPJ;Rua dos Tabajaras - 367 - CEP: 63700-000 - São Vicente;Crateús;CE;Faculdade;Presencial - Superior;Privada;3;;;;Ativa
21412;FACULDADE UNIGUAÇU FOZ;Independentes;PR;987;UNIAO DE ENSINO SUPERIOR DO IGUACU LTDA;03.097.823/0001-75;Privada com fins lucrativos;FACULDADE UNIGUAÇU FOZ;-;Avenida Felipe Wandscheer - 2435 - CEP: 85852-352 - Maracanã;Foz do Iguaçu;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
22267;Faculdade HONPAR;Independentes;PR;15567;ASSOCIACAO NORTE PARANAENSE DE COMBATE AO CANCER;04.169.712/0001-90;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade HONPAR;-;Rua Gaturamo - 1600 - CEP: 86702-670 - Jardim Primavera;Arapongas;PR;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
23172;Faculdade de Educação Superior de Pouso Alegre;Ânima;MG;1117;FACEB EDUCACAO LTDA;03.099.921/0001-41;Privada com fins lucrativos;Faculdade de Educação Superior de Pouso Alegre;-;Rua João Basílio - 420 - CEP: 37550-000 - Centro;Pouso Alegre;MG;Faculdade;Presencial - Superior;Privada;5;;3;Unificação de Mantidas;Ativa
