co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
22088;Afya Faculdade de Ciências Médicas de Itabuna;Afya;BA;1264;INSTITUTO EDUCACIONAL SANTO AGOSTINHO S.A.;03.735.981/0001-03;Privada com fins lucrativos;Afya Faculdade de Ciências Médicas de Itabuna (AFYA ITABUNA);AFYA ITABUNA;Avenida Ibicaraí - 3270 - CEP: 45611-000 - Nova Itabuna;Itabuna;BA;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
23454;Faculdade Zarns - Itumbiara;Independentes;GO;18493;FACULDADE DE MEDICINA DE ITUMBIARA LTDA;44.422.513/0001-66;Privada com fins lucrativos;Faculdade Zarns - Itumbiara;-;Área Rural - S/N - CEP: 75544-899 - Área Rural de Itumbiara;Itumbiara;GO;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
5099;FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO (FATEC-SB);FATEC-SB;Avenida Pereira Barreto - 400 - CEP: 09751-000 - Vila Baeta Neves;São Bernardo do Campo;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
307;FACULDADE DE MEDICINA DE BARBACENA;Independentes;MG;220;FUNDACAO JOSE BONIFACIO LAFAYETTE DE ANDRADA;19.559.012/0001-89;Privada sem fins lucrativos;FACULDADE DE MEDICINA DE BARBACENA (FAME);FAME;Praça Presidente Antônio Carlos - 08 - CEP: 36202-336 - São Sebastião;Barbacena;MG;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
21556;FACULDADE DE GOIANA;Independentes;PE;16620;CENTRO DE ENSINO SUPERIOR DE GOIANA LTDA - ME;18.963.487/0001-73;Privada com fins lucrativos;FACULDADE DE GOIANA (FAG);FAG;Avenida Nunes Machado - 199 - CEP: 55900-000 - Centro;Goiana;PE;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
2141;FACULDADES BATISTA DO PARANÁ;Independentes;PR;1411;CONSELHO EDUCACIONAL DA CONVENCAO BATISTA PARANAENSE;76.706.936/0001-02;Privada sem fins lucrativos;FACULDADES BATISTA DO PARANÁ (FABAPAR);FABAPAR;Av. Silva Jardim - 1859 - CEP: 80250-200 - Água Verde;Curitiba;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;3;3;;Ativa
2220;Faculdade Doctum de Juiz de Fora;Independentes;MG;218;INSTITUTO ENSINAR BRASIL;19.322.494/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade Doctum de Juiz de Fora (DOCTUM);DOCTUM;Estrada Dom Orione - s/n - CEP: 36025-660 - Dom Bosco;Juiz de Fora;MG;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
13792;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL;Independentes;RO;12705;UNIDADE DE ENSINO SUPERIOR DE CACOAL 'PS' LTDA;10.372.071/0001-79;Privada com fins lucrativos;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL (FANORTE CACOAL);FANORTE CACOAL;Rua Anísio Serrão - 2325 - CEP: 76963-728 - Centro;Cacoal;RO;Faculdade;Presencial - Superior;Privada;4;4;3;;Ativa
13133;FACULDADE ANHANGUERA DE GOIÂNIA;Cogna;GO;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;FACULDADE ANHANGUERA DE GOIÂNIA;-;Avenida Mutirão - S/N - CEP: 74215-240 - Setor Bueno;Goiânia;GO;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
5627;FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE (FATEC);FATEC;Rua Teresina - 75 - CEP: 19046-230 - Vila Paulo Roberto;Presidente Prudente;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
18708;Faculdade AGES de Senhor do Bonfim;Ânima;BA;16079;AGES EDUCACAO LTDA;18.867.222/0001-71;Privada com fins lucrativos;Faculdade AGES de Senhor do Bonfim (Faculdade AGES);Faculdade AGES;Rodovia Lomanto Júnior, BR 407 - s/n - CEP: 48970-000 - Centro;Senhor do Bonfim;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
4030;CENTRO UNIVERSITÁRIO FLUMINENSE;Independentes;RJ;347;FUNDACAO CULTURAL DE CAMPOS;28.977.742/0001-90;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO FLUMINENSE (UNIFLU);UNIFLU;Rua Tenente-Coronel Cardoso - 349 - CEP: 28010-801 - Centro;Campos dos Goytacazes;RJ;Centro Universitário;Presencial - Superior;Privada;4;;3;;Ativa
37;FACULDADE DE TECNOLOGIA DE JAHU;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;FACULDADE DE TECNOLOGIA DE JAHU (FATEC-JAHU);FATEC-JAHU;Rua Frei Galvão - S/N - CEP: 17212-599 - JARDIM PEDRO OMETTO;Jaú;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
507;Faculdade Mais de Ituiutaba;Independentes;MG;2666;CENTRO DE EDUCACAO SUPERIOR MAIS LTDA;07.242.113/0001-42;Privada com fins lucrativos;Faculdade Mais de Ituiutaba (FacMais);FacMais;Avenida Geraldo Alves Tavares - 1980 - CEP: 38302-134 - Universitário;Ituiutaba;MG;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
19284;FACULDADE BRASILEIRA DO RECÔNCAVO;Independentes;BA;17572;ATMOS EDUCACAO - RECONCAVO LTDA;35.543.437/0001-56;Privada com fins lucrativos;FACULDADE BRASILEIRA DO RECÔNCAVO (FBBR);FBBR;Avenida Alberto Passos - 294 - CEP: 44380-000 - Centro;Cruz das Almas;BA;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
1908;FACULDADE BRASILEIRA CRISTÃ;Independentes;ES;1256;CENTRO DE ENSINO SUPERIOR FABRA;03.580.192/0001-40;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE BRASILEIRA CRISTÃ (FBC);FBC;Rua Pouso Alegre - 49 - CEP: 29166-160 - Barcelona;Serra;ES;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
17498;FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA;Afya;BA;1264;INSTITUTO EDUCACIONAL SANTO AGOSTINHO S.A.;03.735.981/0001-03;Privada com fins lucrativos;Afya Faculdade de Ciências Médicas de Vitória da Conquista (Afya FCM VIC);Afya FCM VIC;Avenida Ivo Freire de Aguiar - s/n - CEP: 45028-095 - Candeias;Vitória da Conquista;BA;Faculdade;Presencial - Superior;Privada;4;;4;;Ativa
17632;Faculdade CESUMAR de Londrina;Vitru;PR;19855;VITRU EDUCACAO S.A.;20.512.706/0001-40;Privada com fins lucrativos;Faculdade CESUMAR de Londrina (FAC-CESUMAR);FAC-CESUMAR;Avenida Santa Mônica - 450 - CEP: 86027-610 - Franca;Londrina;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;4;Unificação de Mantidas;Ativa
1568;FACULDADES DOCTUM DE CARATINGA;Independentes;MG;218;INSTITUTO ENSINAR BRASIL;19.322.494/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADES DOCTUM DE CARATINGA (DOCTUM );DOCTUM;Rua João Pinheiro - 147 - CEP: 35300-037 - Centro;Caratinga;MG;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
2632;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;Independentes;BA;977;UNIAO DE EDUCACAO E CULTURA-UNECE LTDA;02.754.493/0001-80;Privada com fins lucrativos;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA (UNESULBAHIA);UNESULBAHIA;Rod. Br 367, Km 14 - s/n - CEP: 45831-899 - Zona Rural;Eunápolis;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
21713;Faculdade de Tecnologia - Fatec de Ribeirão Preto;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Tecnologia - Fatec de Ribeirão Preto;-;Avenida Pio XII - 1255 - CEP: 14030-250 - Vila Virgínia;Ribeirão Preto;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
20607;Faculdade de Tecnologia e Ciências - FTC Petrolina;UniFTC;PE;16093;ORGANIZACAO TECNOLOGICA DE ENSINO LTDA;07.714.798/0001-82;Privada com fins lucrativos;Faculdade de Tecnologia e Ciências - FTC Petrolina (FTC Petrolina);FTC Petrolina;Avenida Clementino Coelho - 714 - CEP: 56308-210 - Centro;Petrolina;PE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;4;;Ativa
25412;Faculdade Metropolitana de Franca;Independentes;SP;15474;METROPOLITAN EDUCACAO LTDA.;13.411.192/0001-70;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;Faculdade Metropolitana de Franca (FAMEF);FAMEF;Avenida Doutor Ismael Alonso Y. Alonso - 1826 - CEP: 14403-000 - Jardim Veneza;Franca;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
1438;Centro Universitário Facamp;Independentes;SP;950;PROMOCAO DO ENSINO DE QUALIDADE S/A;03.377.471/0001-01;Privada com fins lucrativos;Centro Universitário Facamp (FACAMP);FACAMP;Avenida Alan Turing - 805 - CEP: 13083-898 - Cidade Universitária;Campinas;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;4;Unificação de Mantidas;Ativa
2566;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;Independentes;PE;1125;APESU ENSINO SUPERIOR DE PERNAMBUCO LTDA;11.870.359/0001-36;Privada com fins lucrativos;INSTITUTO DE ENSINO SUPERIOR DE OLINDA (IESO);IESO;Rua Clidio de Lima Nigro - 90 - CEP: 53150-005 - Rio Doce;Olinda;PE;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
2150;CENTRO UNIVERSITÁRIO DO PIAUÍ;Independentes;PI;587;AESPI ENSINO SUPERIOR DO PIAUI LTDA.;11.648.433/0001-74;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DO PIAUÍ (UNIFAPI);UNIFAPI;Rua Arlindo Nogueira - 285 - CEP: 64001-290 - Centro;Teresina;PI;Centro Universitário;Presencial - Superior;Privada;4;4;2;;Ativa
2056;CENTRO UNIVERSITÁRIO DA ALTA PAULISTA;Independentes;SP;191;INSTITUICAO DOM BOSCO DE ENSINO E CULTURA LTDA;72.557.721/0001-08;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO DA ALTA PAULISTA (Unifadap);Unifadap;Rua Mandaguaris - 1010 - CEP: 17600-050 - Centro;Tupã;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
14901;FACULDADE INTEGRADA CARAJÁS;Independentes;PA;14228;FACULDADES INTEGRADAS CARAJAS S/C LTDA - EPP;11.306.033/0001-80;Privada com fins lucrativos;FACULDADE INTEGRADA CARAJÁS (FIC);FIC;BR 155, km 03 - 3 - CEP: 68552-700 - Parque dos Buritis ? 3;Redenção;PA;Faculdade;Presencial - Superior;Privada;4;4;3;;Ativa
13488;FACULDADE SEQÜENCIAL;Independentes;SP;12551;ASSOCIACAO SEQUENCIAL DE ENSINO SUPERIOR;09.302.588/0001-02;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE SEQÜENCIAL;-;Rua Engenheiro Aluísio Marques - 00 - CEP: 05854-110 - Parque Maria Helena;São Paulo;SP;Faculdade;Presencial - Superior;Privada;4;3;2;;Ativa
677;Faculdades Reunidas da ASCE;Independentes;RJ;448;ASSOCIACAO DE SOLIDARIEDADE A CRIANCA EXCEPCIONAL ASCE;33.861.865/0001-00;Privada sem fins lucrativos;Faculdades Reunidas da ASCE (FRASCE);FRASCE;Rua Uarumã - 80 - CEP: 21050-660 - Higienópolis;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1049;INSTITUTO DE ENSINO SUPERIOR FUCAPI;Independentes;AM;732;FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA;04.153.540/0001-66;Privada sem fins lucrativos;INSTITUTO DE ENSINO SUPERIOR FUCAPI (CESF);CESF;Avenida Governador Danilo de Matos Areosa - 381 - CEP: 69075-351 - Distrito Industrial;Manaus;AM;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
4452;CENTRO UNIVERSITÁRIO ANHANGUERA DE MARABÁ;Cogna;PA;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ANHANGUERA DE MARABÁ;-;Rodovia BR-230 - 000 - CEP: 68507-765 - Nova Marabá;Marabá;PA;Centro Universitário;Presencial - Superior;Privada;4;4;3;Unificação de Mantidas;Ativa
19783;FACULDADE ANHANGUERA DE PARAGOMINAS;Cogna;PA;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;FACULDADE ANHANGUERA DE PARAGOMINAS (FPP);FPP;Rodovia PA-256 - KM 5 - CEP: 68627-451 - Nova Conquista;Paragominas;PA;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;Independentes;MG;422;FUND EDUC PARA O DESENVOLVIMENTO DAS CIENCIAS AGRARIAS;18.599.472/0001-78;Privada sem fins lucrativos;FACULDADES ASSOCIADAS DE UBERABA - FAZU (FAZU);FAZU;AV. DO TUTUNA - 720 - CEP: 38061-500 - TUTUNAS;Uberaba;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;3;3;;Ativa
5668;FACULDADE ANHANGUERA DE JOINVILLE;Cogna;SC;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;FACULDADE ANHANGUERA DE JOINVILLE;-;Rua Presidente Campos Salles - 850 - CEP: 89217-100 - Glória;Joinville;SC;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
16194;Faculdade Gran Tietê;Independentes;SP;15328;IERT- INSTITUICOES DE ENSINO REUNIDAS TIETE LTDA;13.153.035/0001-02;Privada com fins lucrativos;Faculdade Gran Tietê (FGT);FGT;Avenida Quinze de Novembro - 170 - CEP: 17340-047 - Centro;Barra Bonita;SP;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
4810;FACULDADE ANTÔNIO MENEGHETTI;Independentes;RS;3073;FOIL LTDA - EPP;04.899.334/0001-08;Privada com fins lucrativos;FACULDADE ANTÔNIO MENEGHETTI (AMF);AMF;Estrada Recanto Maestro - 338 - CEP: 97200-000 - Distrito Recanto Maestro;Restinga Seca;RS;Faculdade;Presencial - Superior;Privada;5;;4;;Ativa
3757;FACULDADE SERRA DA MESA;Independentes;GO;2372;CENTRO DE EDUCACAO SERRA DA MESA LTDA - CESEM - EPP;05.995.086/0001-53;Privada com fins lucrativos;Centro Universitário Serra da Mesa (FASEM);FASEM;Avenida JK, Quadra U5 - S/N - CEP: 76400-000 - Centro;Uruaçu;GO;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;5;4;;Ativa
353;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ;Mackenzie;PR;22;INSTITUTO PRESBITERIANO MACKENZIE;60.967.551/0001-50;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ (FEMPAR);FEMPAR;Rua Padre Anchieta - 2770 - CEP: 80730-000 - Bigorrilho;Curitiba;PR;Faculdade;Presencial - Superior;Privada;5;;4;;Ativa
13417;FACULDADE PRINCESA DO OESTE;Independentes;CE;3578;SALES BURGOS CONSULTORIA E SERVICOS EDUCACIONAIS LTDA - ME;09.490.478/0001-11;Privada com fins lucrativos;FACULDADE PRINCESA DO OESTE (FPO);FPO;Rua Zacarias Carlos Melo - 1000 - CEP: 63700-190 - São Vicente;Crateús;CE;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
15696;Faculdade de Tecnologia de Sertãozinho;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Tecnologia de Sertãozinho (FATEC SERTÃOZINHO);FATEC SERTÃOZINHO;Rua Jordão Borghetti - 480 - CEP: 14160-000 - São João;Sertãozinho;SP;Faculdade;Presencial - Superior;Publica;;;2;Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI;Ativa
22736;Faculdade UNISUL de Itajaí;Ânima;SC;14298;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A;08.446.503/0001-05;Privada com fins lucrativos;Faculdade UNISUL de Itajaí;-;Rua Brusque - 162 - CEP: 88303-000 - Centro;Itajaí;SC;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
2582;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;Independentes;PR;1677;UB - UCP EDUCACIONAL S.A.;73.206.468/0001-00;Privada com fins lucrativos;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ (UCP);UCP;Avenida Universitária - s/n - CEP: 85200-000 - Cantu;Pitanga;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
21557;FACULDADE DOS PALMARES;Independentes;PE;16619;REDE FLORENCE DE ENSINO LTDA;24.300.479/0001-40;Privada com fins lucrativos;FACULDADE DOS PALMARES (FAP);FAP;RODOVIA BR 101 KM 188 - 290 - CEP: 55540-000 - JAPARANDUBA;Palmares;PE;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
2079;FACULDADE DE ITAITUBA;Independentes;PA;1368;CENTRO DE ESTUDOS SUPERIORES DE ITAITUBA LTDA - ME;04.365.725/0001-34;Privada com fins lucrativos;FACULDADE DE ITAITUBA (FAI);FAI;Avenida Fernando Guilhon - 895 - CEP: 68180-110 - Jardim das Araras;Itaituba;PA;Faculdade;Presencial - Superior;Privada;3;;3;;Ativa
2494;Centro Universitário FUNVIC;Independentes;SP;3450;FUNDACAO UNIVERSITARIA VIDA CRISTA;07.761.666/0001-01;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;Centro Universitário FUNVIC (UNIFUNVIC);UNIFUNVIC;ESTRADA RADIALISTA PERCY LACERDA - 1.000 - CEP: 12412-825 - PINHÃO DO BORBA;Pindamonhangaba;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
22096;FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS;Independentes;SP;1547;SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA;04.600.555/0001-25;Privada com fins lucrativos;FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS (SLMANDIC-ARARAS);SLMANDIC-ARARAS;Avenida Dona Renata - 71 - CEP: 13600-001 - Centro;Araras;SP;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
1669;Afya Faculdade de Ciências Médicas de Ipatinga;Afya;MG;1095;UNIVACO - UNIAO EDUCACIONAL DO VALE DO ACO S.A.;01.757.902/0001-30;Privada com fins lucrativos;Afya Faculdade de Ciências Médicas de Ipatinga (AFYA IPATINGA);AFYA IPATINGA;Rua João Patrício Araújo - 179 - CEP: 35164-251 - Veneza;Ipatinga;MG;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
5107;FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;Independentes;RS;16750;FACULDADES INTEGRADAS DE FOZ DO IGUACU LTDA;25.115.814/0001-00;Privada com fins lucrativos;FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;-;Avenida Benjamin Constant - 80 - CEP: 90550-003 - São João;Porto Alegre;RS;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;3;3;;Ativa
3933;FACULDADE MÉTODO DE SÃO PAULO;Independentes;SP;2486;CENTRO DE ENSINO METODO LTDA;00.903.975/0001-20;Privada com fins lucrativos;FACULDADE MÉTODO DE SÃO PAULO (FAMESP);FAMESP;Avenida Jabaquara - 1.314 - CEP: 04046-200 - Mirandópolis;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
1409;FACULDADE DO CENTRO LESTE;Independentes;ES;932;UCL - ENSINO SUPERIOR UNIFICADO CENTRO LESTE LTDA;02.598.162/0001-07;Privada com fins lucrativos;FACULDADE DO CENTRO LESTE (UCL);UCL;Rodovia ES-010 - S/N - CEP: 29164-254 - Manguinhos;Serra;ES;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
17348;Faculdade Alis de Itabirito;Independentes;MG;1209;ASSOCIACAO DE ENSINO SUPERIOR DOS INCONFIDENTES - ASESI;03.647.480/0001-75;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;Faculdade Alis de Itabirito;-;Rua Matozinhos - 293 - CEP: 35452-056 - Matozinhos;Itabirito;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
3029;FACULDADE DA AMAZÔNIA;Independentes;PA;1963;J. COUTINHO SOCIEDADE CIVIL LTDA - ME;05.093.577/0001-09;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;FACULDADE DA AMAZÔNIA (FAAM);FAAM;Rodovia Br 316 Km 07 - 590 - CEP: 67033-000 - Centro;Ananindeua;PA;Faculdade;Presencial - Superior;Privada;4;4;2;;Ativa
22527;Faculdade Cleber Leite;Independentes;SP;16882;PROFESSOR DR. CLEBER LEITE EDUCACAO E PESQUISA LTDA - ME;28.239.880/0001-72;Privada com fins lucrativos;Faculdade Cleber Leite (FCL);FCL;Rua Catequese - 833 - CEP: 09090-401 - Vila Guiomar;Santo André;SP;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
13620;FACULDADE ANHANGUERA DE PORTO ALEGRE;Cogna;RS;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;FACULDADE ANHANGUERA DE PORTO ALEGRE;-;Avenida Cavalhada - 4980 - CEP: 91740-000 - Cavalhada;Porto Alegre;RS;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
12620;FACULDADE SETE LAGOAS;Independentes;MG;2885;EDUCACIONAL MARTINS ANDRADE LTDA - EPP;01.282.149/0001-73;Privada com fins lucrativos;FACULDADE SETE LAGOAS (FACSETE);FACSETE;Rua Itália Pontelo - 50 - CEP: 35700-170 - Chácara do Paiva;Sete Lagoas;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;4;;Ativa
3710;ESCOLA SUPERIOR NACIONAL DE SEGUROS;Independentes;RJ;2347;FUNDACAO ESCOLA NACIONAL DE SEGUROS FUNENSEG;42.161.687/0001-97;Privada sem fins lucrativos;ESCOLA SUPERIOR NACIONAL DE SEGUROS (ESNS);ESNS;Rua Senador Dantas - 74 - CEP: 20031-205 - Centro;Rio de Janeiro;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;4;;Ativa
15695;Faculdade de Tecnologia Dom Amaury Castanho;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Tecnologia Dom Amaury Castanho (Fatec Itu);Fatec Itu;Avenida Tiradentes - 1211 - CEP: 13309-640 - Jardim das Indústrias;Itu;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
171;FACULDADE DE DIREITO DO SUL DE MINAS;Independentes;MG;126;FUNDACAO SUL MINEIRA DE ENSINO;23.955.214/0001-17;Privada sem fins lucrativos;FACULDADE DE DIREITO DO SUL DE MINAS (FDSM);FDSM;Avenida Doutor João Beraldo - 1075 - CEP: 37550-000 - Centro;Pouso Alegre;MG;Faculdade;Presencial - Superior;Privada;5;;4;;Ativa
1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS;Independentes;SP;873;FACULDADE TREVISAN LTDA;03.195.861/0001-60;Privada com fins lucrativos;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS (TREVISAN);TREVISAN;Alameda Santos - 647 - CEP: 01419-001 - Cerqueira César;São Paulo;SP;Faculdade;EAD - Superior /;Privada;4;5;4;Em Descredenciamento voluntário;Ativa
2935;Centro Universitário UniFACTHUS;Independentes;MG;1904;INSTITUTO EDUCACIONAL GUILHERME DORCA S/S LTDA;05.102.134/0001-37;Privada com fins lucrativos;Centro Universitário UniBRAS Uberaba (UNIBRAS);UNIBRAS;Rua Manoel Gonçalves de Rezende - 230 - CEP: 38040-240 - Vila São Cristóvão;Uberaba;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
24553;FACULDADE VINCIT;Independentes;PR;17457;FACULDADE CIENTIFICA E TECNOLOGICA DE MARINGA - FACINT LTDA;33.794.310/0001-84;Privada com fins lucrativos;Faculdade Integração (FACINT);FACINT;Paraná - 1118 - CEP: 87020-085 - Zona 07;Maringá;PR;Faculdade;EAD - Superior /;Privada;;5;;;Ativa
12922;FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA;Independentes;BA;12178;FATEC -BA FACULDADE DE TECNOLOGIA E CIENCIAS DA BAHIA LTDA;02.268.349/0001-34;Privada com fins lucrativos;FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA (FATEC/BA);FATEC/BA;Rua Quinze de Novembro - 925 A - CEP: 48050-010 - Santa Isabel;Alagoinhas;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
15056;CENTRO UNIVERSITÁRIO UNIVERSO SALVADOR;Universo;BA;435;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA;28.638.393/0001-82;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;CENTRO UNIVERSITÁRIO UNIVERSO SALVADOR;-;Avenida Antônio Carlos Magalhães - 2728 - CEP: 41800-700 - Pituba;Salvador;BA;Centro Universitário;Presencial - Superior;Privada;5;;3;;Ativa
1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO;Independentes;RJ;904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO (ISERJ);ISERJ;Rua Mariz e Barros - 273 - CEP: 20270-003 - Praça da Bandeira;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
