tabela,n,secao,variavel,descricao,tipo,tamanho,categorias,observacao
cadastro_cursos,112,ESTATÍSTICAS DO CURSO,QT_CONC_PARDA,Quantidade de concluintes - Cor/Raça Parda,Num,8,,
cadastro_cursos,113,ESTATÍSTICAS DO CURSO,QT_CONC_AMARELA,Quantidade de concluintes - Cor/Raça Amarela,Num,8,,
cadastro_cursos,114,ESTATÍSTICAS DO CURSO,QT_CONC_INDIGENA,Quantidade de concluintes - Cor/Raça Indígena,Num,8,,
cadastro_cursos,115,ESTATÍSTICAS DO CURSO,QT_CONC_CORND,Quantidade de concluintes - Cor/Raça não dispõe da informação ou não declarada,Num,8,,
cadastro_cursos,116,ESTATÍSTICAS DO CURSO,QT_ING_NACBRAS,Quantidade de ingressantes - nacionalidade brasileira ou brasileira - nascido no exterior ou naturalizado,Num,8,,
cadastro_cursos,117,ESTATÍSTICAS DO CURSO,QT_ING_NACESTRANG,Quantidade de ingressantes - nacionalidade estrangeira,Num,8,,
cadastro_cursos,118,ESTATÍSTICAS DO CURSO,QT_MAT_NACBRAS,Quantidade de matrículas - nacionalidade brasileira ou brasileira - nascido no exterior ou naturalizado,Num,8,,
cadastro_cursos,119,ESTATÍSTICAS DO CURSO,QT_MAT_NACESTRANG,Quantidade de matrículas - nacionalidade estrangeira,Num,8,,
cadastro_cursos,120,ESTATÍSTICAS DO CURSO,QT_CONC_NACBRAS,Quantidade de concluintes - nacionalidade brasileira ou brasileira - nascido no exterior ou naturalizado,Num,8,,
cadastro_cursos,121,ESTATÍSTICAS DO CURSO,QT_CONC_NACESTRANG,Quantidade de concluintes - nacionalidade estrangeira,Num,8,,
cadastro_cursos,122,ESTATÍSTICAS DO CURSO,QT_ALUNO_DEFICIENTE,"Quantidade de alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação",Num,8,,
cadastro_cursos,123,ESTATÍSTICAS DO CURSO,QT_ING_DEFICIENTE,"Quantidade de ingressantes - alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação",Num,8,,
cadastro_cursos,124,ESTATÍSTICAS DO CURSO,QT_MAT_DEFICIENTE,"Quantidade de matrículas - alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação",Num,8,,
cadastro_cursos,125,ESTATÍSTICAS DO CURSO,QT_CONC_DEFICIENTE,"Quantidade de concluintes - alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação",Num,8,,
cadastro_cursos,126,ESTATÍSTICAS DO CURSO,QT_ING_FINANC,Quantidade de ingressantes - alunos que utilizam financiamento estudantil,Num,8,,
cadastro_cursos,127,ESTATÍSTICAS DO CURSO,QT_ING_FINANC_REEMB,Quantidade de ingressantes - alunos que utilizam financiamento estudantil reembolsável,Num,8,,
cadastro_cursos,128,ESTATÍSTICAS DO CURSO,QT_ING_FIES,Quantidade de ingressantes - alunos que utilizam financiamento estudantil reembolsável  - FIES,Num,8,,
cadastro_cursos,129,ESTATÍSTICAS DO CURSO,QT_ING_RPFIES,Quantidade de ingressantes - alunos que utilizam financiamento estudantil reembolsável - administrado pela instituição,Num,8,,
cadastro_cursos,130,ESTATÍSTICAS DO CURSO,QT_ING_FINANC_REEMB_OUTROS,"Quantidade de ingressantes - alunos que utilizam financiamento estudantil reembolsável - pelo governo estadual, municipal, entidades externas à IES e outras entidades",Num,8,,
cadastro_cursos,131,ESTATÍSTICAS DO CURSO,QT_ING_FINANC_NREEMB,Quantidade de ingressantes - alunos que utilizam financiamento estudantil não reembolsável,Num,8,,
cadastro_cursos,132,ESTATÍSTICAS DO CURSO,QT_ING_PROUNII,Quantidade de ingressantes - alunos que utilizam financiamento estudantil não reembolsável  - PROUNI Integral,Num,8,,
cadastro_cursos,133,ESTATÍSTICAS DO CURSO,QT_ING_PROUNIP,Quantidade de ingressantes - alunos que utilizam financiamento estudantil não reembolsável  - PROUNI Parcial,Num,8,,
cadastro_cursos,134,ESTATÍSTICAS DO CURSO,QT_ING_NRPFIES,Quantidade de ingressantes - alunos que utilizam financiamento estudantil não reembolsável - administrado pela instituição,Num,8,,
